Date,Movie ,Location,Showtime,Type,Age Rating
21-Nov-19,Harriet,Carlton Cinema,6:45 PM,Regular,PG
21-Nov-19,Terminator: Dark Fate,Carlton Cinema,3:50 PM,Regular,14A
21-Nov-19,Terminator: Dark Fate,Carlton Cinema,6:50 PM,Regular,14A
21-Nov-19,Playing With Fire,Carlton Cinema,7:10 PM,Regular,G
21-Nov-19,Motherless Brooklyn,Carlton Cinema,3:35 PM,Regular,14A
21-Nov-19,Motherless Brooklyn,Carlton Cinema,6:35 PM,Regular,14A
21-Nov-19,The Incredible 25th Year of Mitzi Bearclaw,Carlton Cinema,4:10 PM,Regular,PG
22-Nov-19,Frozen II,Cineplex Yonge-Dundas,11:00 AM,IMAX,STC
22-Nov-19,Frozen II,Cineplex Yonge-Dundas,1:45 PM,IMAX,STC
22-Nov-19,Frozen II,Cineplex Yonge-Dundas,4:30 PM,IMAX,STC
22-Nov-19,Frozen II,Cineplex Yonge-Dundas,7:15 PM,IMAX,STC
22-Nov-19,Frozen II,Cineplex Yonge-Dundas,10:00 PM,IMAX,STC
22-Nov-19,Frozen II,Cineplex Yonge-Dundas,4:00 PM,Regular 3D,STC
22-Nov-19,Frozen II,Cineplex Yonge-Dundas,6:45 PM,Regular 3D,STC
22-Nov-19,Frozen II,Cineplex Yonge-Dundas,9:30 PM,Regular 3D,STC
22-Nov-19,Frozen II,Cineplex Yonge-Dundas,11:30 AM,4DX 3D,STC
22-Nov-19,Frozen II,Cineplex Yonge-Dundas,2:15 PM,4DX 3D,STC
22-Nov-19,Frozen II,Cineplex Yonge-Dundas,5:00 PM,4DX 3D,STC
22-Nov-19,Frozen II,Cineplex Yonge-Dundas,7:45 PM,4DX 3D,STC
22-Nov-19,Frozen II,Cineplex Yonge-Dundas,10:30 PM,4DX 3D,STC
22-Nov-19,24 Hour Party People,Cineplex Yonge-Dundas,9:40 PM,Regular,14A
22-Nov-19,Die Hard 2 - Flashback Film Series,Cineplex Yonge-Dundas,6:40 PM,Regular,R
23-Nov-19,Frozen II,Cineplex Yonge-Dundas,11:00 AM,IMAX,STC
23-Nov-19,Frozen II,Cineplex Yonge-Dundas,1:45 PM,IMAX,STC
23-Nov-19,Frozen II,Cineplex Yonge-Dundas,4:30 PM,IMAX,STC
23-Nov-19,Frozen II,Cineplex Yonge-Dundas,7:15 PM,IMAX,STC
23-Nov-19,Frozen II,Cineplex Yonge-Dundas,10:00 PM,IMAX,STC
23-Nov-19,Frozen II,Cineplex Yonge-Dundas,10:30 AM,Regular 3D,STC
23-Nov-19,Frozen II,Cineplex Yonge-Dundas,1:15 PM,Regular 3D,STC
23-Nov-19,Frozen II,Cineplex Yonge-Dundas,4:00 PM,Regular 3D,STC
23-Nov-19,Frozen II,Cineplex Yonge-Dundas,6:45 PM,Regular 3D,STC
23-Nov-19,Frozen II,Cineplex Yonge-Dundas,9:30 PM,Regular 3D,STC
23-Nov-19,Frozen II,Cineplex Yonge-Dundas,11:30 AM,4DX 3D,STC
23-Nov-19,Frozen II,Cineplex Yonge-Dundas,2:15 PM,4DX 3D,STC
23-Nov-19,Frozen II,Cineplex Yonge-Dundas,5:00 PM,4DX 3D,STC
23-Nov-19,Frozen II,Cineplex Yonge-Dundas,7:45 PM,4DX 3D,STC
23-Nov-19,Frozen II,Cineplex Yonge-Dundas,10:30 PM,4DX 3D,STC
23-Nov-19,Akhnaten (Philip Glass) Mixed w/e.s.t - Metropolitan Opera,Cineplex Yonge-Dundas,12:55 PM,Regular,N/A
23-Nov-19,DAZN x Cineplex Premier League Experience,Cineplex Yonge-Dundas,12:30 PM,Regular,N/A
23-Nov-19,Fleabag - National Theatre Live,Cineplex Yonge-Dundas,7:00 PM,Regular,N/A
23-Nov-19,Fleabag - National Theatre Live,Cineplex Yonge-Dundas,9:40 PM,Regular,N/A
23-Nov-19,Akhnaten (Philip Glass) Mixed w/e.s.t - Metropolitan Opera,Scotiabank Theatre,12:55 PM,Regular,N/A
24-Nov-19,Frozen II,Cineplex Yonge-Dundas,11:00 AM,IMAX,STC
24-Nov-19,Frozen II,Cineplex Yonge-Dundas,1:45 PM,IMAX,STC
24-Nov-19,Frozen II,Cineplex Yonge-Dundas,4:30 PM,IMAX,STC
24-Nov-19,Frozen II,Cineplex Yonge-Dundas,7:15 PM,IMAX,STC
24-Nov-19,Frozen II,Cineplex Yonge-Dundas,10:00 PM,IMAX,STC
24-Nov-19,Frozen II,Cineplex Yonge-Dundas,10:30 AM,Regular 3D,STC
24-Nov-19,Frozen II,Cineplex Yonge-Dundas,1:15 PM,Regular 3D,STC
24-Nov-19,Frozen II,Cineplex Yonge-Dundas,4:00 PM,Regular 3D,STC
24-Nov-19,Frozen II,Cineplex Yonge-Dundas,6:45 PM,Regular 3D,STC
24-Nov-19,Frozen II,Cineplex Yonge-Dundas,9:30 PM,Regular 3D,STC
24-Nov-19,Frozen II,Cineplex Yonge-Dundas,11:30 AM,4DX 3D,STC
24-Nov-19,Frozen II,Cineplex Yonge-Dundas,2:15 PM,4DX 3D,STC
24-Nov-19,Frozen II,Cineplex Yonge-Dundas,5:00 PM,4DX 3D,STC
24-Nov-19,Frozen II,Cineplex Yonge-Dundas,10:30 PM,4DX 3D,STC
24-Nov-19,Depeche Mode: SPIRITS in the Forest,Cineplex Yonge-Dundas,9:00 PM,Regular,PG
24-Nov-19,Fleabag - National Theatre Live,Cineplex Yonge-Dundas,3:15 PM,Regular,N/A
24-Nov-19,Hermitage. The Power of Art,Cineplex Yonge-Dundas,12:55 PM,Regular,N/A
24-Nov-19,Hermitage. The Power of Art,Cineplex Yonge-Dundas,6:00 PM,Regular,N/A
